Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Karmakar, A; Delhi, VSK",,"Skatulla, S; Beushausen, H",,"Karmakar, Ankan; Delhi, Venkata Santosh Kumar",,,Requirements of Machine Learning and Semantic Enrichment for BIM-Based Automated Code Compliance Checking: A Focus Group Study,"ADVANCES IN INFORMATION TECHNOLOGY IN CIVIL AND BUILDING ENGINEERING, ICCCBE 2022, VOL 1",Lecture Notes in Civil Engineering,,,,,,,,,Automated Code Compliance Checking; Semantic Enrichment; Machine Learning; Building Information Modeling; Focus Group Study,,"Several regulations, standards, and requirements govern the lifecycle of the built environment. Such instances include legislations, government development control rules, environmental compliances, project and contractual requirements, and performance standards to be followed during construction. Compliance checking is a complex task that is often conducted manually, making it a resource-intensive, error-prone, and time-consuming affair. Past researchers have worked on methods and processes of automated compliance checking systems (ACCS); however, there has been a negligible adaptation in the industry. To this end, this study tries to recognize the reasons for the gap in the implementation of the pre-construction permit compliance systems in the Indian construction industry. The study understands the reasons from the end-user's perspective through the means of a focus group study. Key findings indicate manual pre-processing of data is a significant hurdle in Building Information Models (BEM) for application in ACCS. ACCS applications developed are restricted in their area of usage due to the limitation in applicability beyond explicit building code clauses. Rule-based validation of regulation requires enriched structured data, which is generally absent from the models developed by architects in the design phase. The study indicates the necessity of automated data pre-processing step that includes intelligent model filling suggestions and semantic enrichment to increase the adoption of ACCS. This study points out that automatic semantic enrichment (SE) can he achieved by applying machine learning (ML). Areas of application of SE in ACCS are identified in the study, which can enhance the industry's user experience and adaptation of ACCS.",,,,,,,,,,,,,,,,,,,,,,,,,2024,357,,,,,,65,74,,10.1007/978-3-031-35399-4_6,0,,,,,,,,,,,,,,0
C,"Paskoff, C; Boton, C; Blanchet, P",,"Desjardins, S; Poitras, GJ; Nik-Bakht, M",,"Paskoff, Chloe; Boton, Conrad; Blanchet, Pierre",,,Comparative Analyses of Four BIM-Based Compliance Checking Tools,"PROCEEDINGS OF THE CANADIAN SOCIETY FOR CIVIL ENGINEERING ANNUAL CONFERENCE 2023, VOL 5, CSCE 2023",Lecture Notes in Civil Engineering,,,,,,,,,Building information modeling; Code compliance checking; Comparative analysis; Rule checking; Digital mockup,,"In much of the world, digital tools are already being used in industry for the everyday process of work, leading to better productivity and quality. But, according to recent studies, the architecture engineering and construction industry is lagging behind in this move to digital processes. Very few construction operations have been automated, and productivity in the construction industry is still low in 2022. However, several digital approaches and tools have been developed for the construction industry in the last few decades. Among them, the building information modeling (BIM) approach has the potential to significantly improve processes in the construction industry. BIM uses a multidimensional digital mock-up to document and simulate the design, construction, and operation of a built asset. Automatic code compliance checking is one of the many proposed BIM uses. It is defined as a process in which code validation software is used to check the model parameters against project-specific codes. While several software systems have been proposed, the existing tools are not yet commonly used and it is still difficult for end users to select the one most suited to their needs. As observed, there is a lack of studies comparing and assessing the verification tools available in today's software market. We aim to compare the four main commercially available digital verification tools. Two comparisons were conducted. In the first one, each tool was reviewed according to some desired functionalities based on criteria summarized in three categories: features, interoperability, and usability. In the second one, we studied the whole rule-checking process in detail. The results suggest that Navisworks offers interesting functionalities for reviewing collision issues and to inspect the inner view of a mock-up (walk-through). Due to its large rule library, Solibri Model Checker is well suited to assess a global mockup; nevertheless, it may be limited because its rule customization is restricted. On the contrary, both visual programming tools-Dynamo and Grasshopper-offer a broad possibility for rule checking due to the customization available to create their own rules, but there is a long learning code to master coding in visual programming.",,,,,,,,,,,,,,,,,,,,,,,,,2024,499,,,,,,461,471,,10.1007/978-3-031-61503-0_34,0,,,,,,,,,,,,,,0
J,"Schönfelder, P; Aziz, A; Bosché, F; König, M",,,,"Schoenfelder, Phillip; Aziz, Angelina; Bosche, Frederic; Koenig, Markus",,,Enriching BIM models with fire safety equipment using keypoint-based symbol detection in escape plans,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building information modeling; As-is modeling; Floor plan analysis; Symbol detection; Deep learning; Fire safety,SCAN-TO-BIM; FACILITIES MANAGEMENT; DIGITIZATION,"In the context of fire safety inspections, Building Information Modeling (BIM) models enriched with Fire Safety Equipment (FSE) components can be used to complete compliance checks and other analyses. However, BIM models often lack the required FSE information. To address this issue, escape plans are a convenient source of data, as they show the position and type of FSE on floor plans. Therefore, this study proposes an automated method to analyze escape plans and extract FSE component information to enrich existing BIM models. The method employs the deep learning model Keypoint R-CNN for symbol detection. Symbol locations are then translated into physical positions within the BIM model. Through a real-building case study, the method demonstrates promising results. Future research may focus on improving the symbol detection performance and the registration between the BIM models and fire escape plans, as well as utilizing the extracted information for actual fire safety analyses.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2024,162,,,,,,,,105382,10.1016/j.autcon.2024.105382,0,,MAR 2024,,,,,,,,,,,,0
C,"Bloch, T; Borrmann, A; Pauwels, P",,"Skatulla, S; Beushausen, H",,"Bloch, Tanya; Borrmann, Andre; Pauwels, Pieter",,,An Alternative Approach to Automated Code Checking Application of Graph Neural Networks Trained on Synthetic Data for an Accessibility Check Case Study,"ADVANCES IN INFORMATION TECHNOLOGY IN CIVIL AND BUILDING ENGINEERING, ICCCBE 2022, VOL 1",Lecture Notes in Civil Engineering,,,,,,,,,Automated Code Checking (ACC); Machine Learning (ML); Graph Neural Networks (GNN); Building Information Modeling (BIM); Accessibility,,"Automated Code Checking (ACC) can be defined as a classification task aiming to classify building objects as compliant or not compliant to a code provision at hand. While Machine Learning (ML) is a useful tool to perform such classification tasks, it presents several drawbacks and limitations. Buildings are complex compositions of instances that are related to each other by functional and topological relationships. This type of data can be easily supported by property graphs that provide a flexible representation of attributes for every instance as well as the relationships between the instances, This, together with the recent developments in the field of graph-based learning led the authors to explore a novel approach for ACC supported by Graph Neural Networks (GNN). This paper presents a new workflow that implements GNNs for ACC to leverage the advantages of ML but alleviate the limitations. We illustrate the suggested workflow by training a GNN model on a synthetic data set and using the trained classifier to check compliance of a real BIM model to accessibility requirements. The accuracy of the classifier on a test set is 86% and the accuracy of obtained results during the accessibility check is 82%. This suggests that GNNs are applicable to ACC and that classifiers trained on synthetic data can be used to classify building design provided by the industry. While the results are encouraging, they also point to the need for further research to establish the scope and boundary conditions of applying GNNs to ACC.",,,,,,,,,,,,,,,,,,,,,,,,,2024,357,,,,,,75,91,,10.1007/978-3-031-35399-4_7,0,,,,,,,,,,,,,,0
J,"Venkatesh, P; Ergan, S",,,,"Venkatesh, Poornachandra; Ergan, Semiha",,,Classification of Challenges in Achieving BIM-Based Safety-Requirement Checking in Vertical Construction Projects,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,,,,,,,,Model-based safety; Building information model (BIM); Safety regulations; Automated inspection; Occupational Safety and Health Administration (OSHA); Department of Buildings (DOB),SEMANTIC-ENRICHMENT; HAZARD IDENTIFICATION; PREVENTION; MANAGEMENT,"Due to the one-off nature of projects, which necessitates setting up of unique production sites, the construction industry requires stringent requirements for safety of the workforce and the public around job sites. Although there are various federal (e.g., OSHA) and local safety regulations (e.g., NYC Department of Buildings codes) to keep construction sites safe and incident free, around 20% of work fatalities in the private industry have been from the construction industry in the past years. Within the current practice, the requirements listed in these regulations are kept within document-based safety plans. The challenge is the large number of safety requirements to be checked with more than 1,000 sections and multiple narratives under each. Given this, the manual approach fails in tracking whether these requirements are properly considered in safety plans, hence resulting in omissions and accidents/incidents due to inadequate implementations of safety requirements. Although automated safety compliance-checking coupled with building information modeling (BIM) has been an opportunity to bring efficiency to the process, there are several challenges that stand in the way of the ideal practice. This research provides the results of rigorous research conducted with the guidance of practitioners in the construction safety and insurance domain, and analysis and implementation of OSHA Part 1926 narratives using model-based checking tools. The results have been consolidated and presented as a taxonomy of challenges along with potential solutions to these challenges. Researchers and practitioners (software vendors, construction companies, regulators) can build on the outcomes to generate solutions to address these challenges.",,,,,,,,,,,,,,,,,,,,,,,,DEC 1,2023,149,12,,,,,,,4023131,10.1061/JCEMD4.COENG-13119,0,,,,,,,,,,,,,,0
J,"Bloch, T; Borrmann, A; Pauwels, P",,,,"Bloch, Tanya; Borrmann, Andre; Pauwels, Pieter",,,Graph-based learning for automated code checking - Exploring the application of graph neural networks for design review,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automated code compliance; Graph Neural Network (GNN); Machine Learning (ML); Rule -based checking; Building Information Modeling (BIM),,"Although automated code checking (ACC) has been a subject of interest for many years, we have not yet seen significant breakthroughs in the field that may lead to the development of generic, comprehensive tools for ACC. Hard-coded rules are the backbone of all emerging platforms for ACC. These rules require a significant amount of engineering, which often requires manual labor; and the resulting rule sets are strict and difficult to scale to other building models. On the other hand, approaches relying purely on classic machine learning (e.g. SVM) are too coarse and unable to accurately express building information. In our hope to come up with a more scalable solution, we investigate here a novel workflow that relies on graph-based learning algorithms instead of processing rule sets. We illustrate the suggested workflow by checking accessibility requirements in residential houses, which we believe is one of the more promising rule sets that can be checked using graph-based learning methods. The high accuracy of the obtained results is encouraging to continue exploring Graph Neural Networks (GNN) for this type of ACC, yet rule-based and classic ML-based approaches show other advantages as well (rigor and speed, respectively). The main contribution of this work is therefore its identification of meaningful limitations and directions for future research, including alternative graph structures and GNN architectures.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,58,,,,,,,,102137,10.1016/j.aei.2023.102137,0,,AUG 2023,,,,,,,,,,,,0
J,"Qi, B; Costin, A",,,,"Qi, Bing; Costin, Aaron",,,BIM and Ontology-Based DfMA Framework for Prefabricated Component,BUILDINGS,,,,,,,,,,DfMA; BIM; ontology; prefabricated components,CONSTRUCTION; DESIGN; MANUFACTURE; SYSTEM,"The integration of Design for Manufacture and Assembly (DfMA) into the design process of industrialized construction has the potential to reduce errors and changes occurring after the design has been finalized, ultimately improving overall productivity. Based on DfMA, the designers would need to consider whether their designs meet the architectural and performance requirements, as well as the manufacturing and assembly requirements from assembly and manufacturing technicians. However, some limitations present challenges for DfMA-oriented prefabricated design, such as lack of information interoperability, lack of conflict detection and management, and inefficient data processing and requirement checking. Thus, this research presents a novel BIM and ontology-based framework for DfMA of prefabricated and modular components. Various types of algorithms, plugins, and programming are also integrated to support the operation of the framework. The primary functions of this framework include: (1) collection of various stakeholder requirements in a standardized data format; (2) conflict detection and resolution between the design, manufacturing, and assembly requirements; and (3) automated compliance checking of whether the designed BIM models meet DfMA requirements. This research applies the framework on a prefabricated hotel project as a case study to validate the feasibility of the framework. Based on the results of a user experience survey, the developed framework shows promise for improving the DfMA process and stakeholder communication. Although a few limitations were encountered, such as the low computer operating speed and the limited ontology, the framework has been validated and shows great potential in advancing prefabricated component design applications",,,,,,,,,,,,,,,,,,,,,,,,FEB,2023,13,2,,,,,,,394,10.3390/buildings13020394,0,,,,,,,,,,,,,,0
J,"Ataide, M; Braholli, O; Siegele, D",,,,"Ataide, Mariana; Braholli, Orjola; Siegele, Dietmar",,,"Digital Transformation of Building Permits: Current Status, Maturity, and Future Prospects",BUILDINGS,,,,,,,,,,digital building permit; permitting process; maturity model; readiness level; DBP ecosystem; technology,MODEL; BIM,"Building permits ensure construction meets codes and regulations, but the traditional permitting process is often complex and inefficient. This perspective paper examines the current state and maturity of digitizing and automating building permits. We studied current permit workflows and the recent literature to identify digitization opportunities like online portals, automated code-checking, and data integration. Most jurisdictions are only in the early digital stages, focused on implementing electronic document management and online portals. Some leading cities have piloted more advanced capabilities like automated code compliance checking, but widespread adoption lags. The greatest challenges exist around fragmented IT environments, data integration, organizational inertia, and failing to adapt to technological advancements, such as the example of AI. Achieving higher digital permitting processes requires optimized data sharing, instant feedback loops, and automation-enabled plan reviews. While pockets of innovation exist, mainstream adoption lags behind visionary potential. Realizing the future permitting paradigm demands open data standards, configurable software infrastructure, and organizational commitment to digitize end-to-end. This paper presents regulators and innovators with a perspective framework to evolve permitting towards smarter, faster, and more integrated digital systems and strategies.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,13,10,,,,,,,2554,10.3390/buildings13102554,0,,,,,,,,,,,,,,0
C,"Mateus, RJG; Pinto, FS; Fauth, J; Azenha, M; Granja, J; Veludo, R; Muniz, B; Reis, J; Marques, P",,"Silva, FJG; Pereira, AB; Campilho, RDSG",,"Mateus, Ricardo J. G.; Pinto, Francisco Silva; Fauth, Judith; Azenha, Miguel; Granja, Jose; Veludo, Ricardo; Muniz, Bruno; Reis, Joao; Marques, Pedro",,,Improving Regulations for Automated Design Checking Through Decision Analysis Good Practices: A Conceptual Application to the Construction Sector,"FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING: ESTABLISHING BRIDGES FOR MORE SUSTAINABLE MANUFACTURING SYSTEMS, FAIM 2023, VOL 1",Lecture Notes in Mechanical Engineering,,,,,,,,,Automation; Building Permit; Regulation; Legal Drafting; Decision Analysis,,"Automating regulations is difficult because they were not drafted for computers. This article suggests decision analysis good practices to structure, analyze and support regulation drafting, namely: structuring rules using a means-ends objectives network, identifying the level at which rules should be set, developing performance measures for each fundamental objective, setting compliance thresholds based on the respective upper-level objectives and trade-offs, and monitoring and adapting rules. The approach is illustrated and validated through its theoretical application to Portuguese rights to light regulation. It proposes specific performance-based metrics on three fundamental objectives from this regulation: direct sunlight; natural daylight; and solar energy. Climate-based daylight simulation methods coupled with Building Information Modeling (BIM) provide the breakthrough to develop better performance-based metrics, rules, and building design optimization.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,160,169,,10.1007/978-3-031-38241-3_19,0,,,,,,,,,,,,,,0
J,"Afzal, M; Li, RYM; Ayyub, MF; Shoaib, M; Bilal, M",,,,"Afzal, Muhammad; Li, Rita Yi Man; Ayyub, Muhammad Faisal; Shoaib, Muhammad; Bilal, Muhammad",,,Towards BIM-Based Sustainable Structural Design Optimization: A Systematic Review and Industry Perspective,SUSTAINABILITY,,,,,,,,,,automated structural design; building information modeling (BIM); design automation; generative design; interoperability; structural design optimization (SDO); systematic framework,REINFORCED-CONCRETE COLUMNS; CODE COMPLIANCE CHECKING; DIGITAL FABRICATION; MULTIOBJECTIVE OPTIMIZATION; ENVIRONMENTAL-IMPACT; COLLABORATIVE DESIGN; ENERGY-CONSUMPTION; EMBODIED ENERGY; CO2 EMISSIONS; CONSTRUCTION,"Structural design optimization (SDO) plays a pivotal role in enhancing various aspects of construction projects, including design quality, cost efficiency, safety, and structural reliability. Recent endeavors in academia and industry have sought to harness the potential of building information modeling (BIM) and optimization algorithms to optimize SDO and improve design outcomes. This review paper aims to synthesize these efforts, shedding light on how SDO contributes to project coordination. Furthermore, the integration of sustainability considerations and the application of innovative technologies and optimization algorithms in SDO necessitate more interactive early stage collaboration among project stakeholders. This study offers a comprehensive exploration of contemporary research in integrated SDO employing BIM and optimization algorithms. It commences with an exploratory investigation, employing both qualitative and quantitative analysis techniques following the PRISMA systematic review methodology. Subsequently, an open-ended opinion survey was conducted among construction industry professionals in Europe. This survey yields valuable insights into the coordination challenges and potential solutions arising from technological shifts and interoperability concerns associated with the widespread implementation of SDO. These preliminary steps of systematic review and industry survey furnish a robust foundation of knowledge, enabling the proposal of an intelligent framework for automating early stage sustainable structural design optimization (ESSDO) within the construction sector. The ESSDO framework addresses the challenges of fragmented collaboration between architects and structural engineers. This proposed framework seamlessly integrates with the BIM platform, i.e., Autodesk Revit for architects. It extracts crucial architectural data and transfers it to the structural design and analysis platform, i.e., Autodesk Robot Structural Analysis (RSA), for structural engineers via the visual programming tool Dynamo. Once the optimization occurs, optimal outcomes are visualized within BIM environments. This visualization elevates interactive collaborations between architects and engineers, facilitating automation throughout the workflow and smoother information exchange.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,15,20,,,,,,,15117,10.3390/su152015117,0,,,,,,,,,,,,,,0
J,"Chen, GF; Liu, M; Zhang, YX; Wang, ZG; Hsiang, SM; He, CN",,,,"Chen, Gongfan; Liu, Min; Zhang, YuXiang; Wang, ZhiGao; Hsiang, Simon M.; He, Chuanni",,,"Using Images to Detect, Plan, Analyze, and Coordinate a Smart Contract in Construction",JOURNAL OF MANAGEMENT IN ENGINEERING,,,,,,,,,,Images; Deep learning; Smart contract; Blockchain; Risk analysis,BLOCKCHAIN TECHNOLOGY; 4D BIM; PROGRESS; RECOGNITION; ENVIRONMENT,"Reliable construction workflow relies on timely discovery, analysis, and checking of compliance with contract terms, which are time consuming and inefficient tasks. Smart contracts enabled by blockchain technology have demonstrated promise in addressing the inefficiencies of data communications due to their merits of traceability, immutability, transparency, and self-enforceability. However, a smart contract's inability to interact with real-world data is the main issue that impedes further implementation. Today's increasing availability of as-built data provides automatic condition assessments that have great potential to automate smart contract executions. This research area is uncharted territory for the industry. This research selects a case study to present an automatic decentralized management framework by exploring image-based deep learning solutions to automate and decentralize the conditioning of smart contract executions enabled by a web3.js-based decentralized blockchain application. It was found that the model can automate management intelligence with minimal workflow interruptions by timely identification of bottleneck activities and enforcement of mitigation strategies. Project managers can use the blockchain prototype to enhance information sharing, remove key risks, and enable a reliable workflow with minimal management efforts.",,,,,,,,,,,,,,,,,,,,,,,,MAR 1,2023,39,2,,,,,,,4023002,10.1061/JMENEA.MEENG-5121,0,,,,,,,,,,,,,,0
J,"La Cava, L; Tagarelli, A",,,,"La Cava, Lucio; Tagarelli, Andrea",,,Safeguarding Decentralized Social Media: LLM Agents for Automating Community Rule Compliance,ONLINE SOCIAL NETWORKS AND MEDIA,,,,,,,,,,Content moderation; Large language models; Community rules; Mastodon,MASTODON; SCALE,"Ensuring content compliance with community guidelines is crucial for maintaining healthy online social environments. However, traditional human-based compliance checking struggles with scaling due to the increasing volume of user-generated content and a limited number of moderators. Recent advancements in Natural Language Understanding demonstrated by Large Language Models unlock new opportunities for automated content compliance verification. This work evaluates six AI-agents built on Open-LLMs for automated rule compliance checking in Decentralized Social Networks, a challenging environment due to heterogeneous community scopes and rules. By analyzing over 50,000 posts from hundreds of Mastodon servers, we find that AI-agents effectively detect non-compliant content, grasp linguistic subtleties, and adapt to diverse community contexts. Most agents also show high inter-rater reliability and consistency in score justification and suggestions for compliance. Human-based evaluation with domain experts confirmed the agents' reliability and usefulness, rendering them promising tools for semi-automated or human-in-the-loop content moderation systems. Warning: This manuscript may contain sensitive content as it quotes harmful/hateful social media posts.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2025,48,,,,,,,,100319,10.1016/j.osnem.2025.100319,0,,,,,,,,,,,,,,0
J,"Bhuiyan, H; Governatori, G; Bond, A; Rakotonirainy, A",,,,"Bhuiyan, Hanif; Governatori, Guido; Bond, Andy; Rakotonirainy, Andry",,,Traffic rules compliance checking of automated vehicle maneuvers,ARTIFICIAL INTELLIGENCE AND LAW,,,,,,,,,,Automated vehicle; Defeasible deontic logic; Logical reasoning; Ontology knowledge base; Overtaking maneuver; Traffic rule formalization,AUTONOMOUS VEHICLES; DECISION-MAKING; LOGIC,"Automated Vehicles (AVs) are designed and programmed to follow traffic rules. However, there is no separate and comprehensive regulatory framework dedicated to AVs. The current Queensland traffic rules were designed for humans. These rules often contain open texture expressions, exceptions, and potential conflicts (conflict arises when exceptions cannot be handled in rules), which makes it hard for AVs to follow. This paper presents an automatic compliance checking framework to assess AVs behaviour against current traffic rules by addressing these issues. Specifically, it proposes a framework to determine which traffic rules and open texture expressions need some additional interpretation. Essentially this enables AVs to have a suitable and executable formalization of the traffic rules. Defeasible Deontic Logic (DDL) is used to formalize traffic rules and reasoning with AV information (behaviour and environment). The representation of rules in DDL helps effectively in handling and resolving exceptions, potential conflicts, and open textures in rules. 40 experiments were conducted on eight realistic traffic scenarios to evaluate the framework. The evaluation was undertaken both quantitatively and qualitatively. The evaluation result shows that the proposed framework is a promising system for checking Automated Vehicle interpretation and compliance with current traffic rules.",,,,,,,,,,,,,,,,,,,,,,,,MAR,2024,32,1,,,,,1,56,,10.1007/s10506-022-09340-9,0,,JAN 2023,,,,,,,,,,,,0
J,"Recski, G; Iklódi, E; Lellmann, B; Kovács, A; Hanbury, A",,,,"Recski, Gabor; Iklodi, Eszter; Lellmann, Bjorn; Kovacs, Adam; Hanbury, Allan",,,BRISE-plandok: a German legal corpus of building regulations,LANGUAGE RESOURCES AND EVALUATION,,,,,,,,,,"Rule corpus; Rule extraction; Annotation,; Rule-based methods; Deontic logic; Automated compliance checking",SEMANTIC APPROACH; CLASSIFICATION,"We present the BRISE-Plandok corpus, a collection of 250 text documents with a total of over 7000 sentences from the Zoning Map of the City of Vienna, annotated manually with formal representations of the rules they convey. The generic rule format used by the corpus enables automated compliance checking of building plans, a process developed as part of the BRISE (https://smartcity.wien.gv.at/en/brise/) project. The format also allows for conversion to multiple logic formalisms, including dyadic deontic logic, enabling automated reasoning. Annotation guidelines were developed in collaboration with experts of the city's building inspection office, describing nearly 100 domain-specific attributes with examples. Each document was annotated independently by two trained annotators and subsequently reviewed by the authors. A rule-based system for the automatic extraction of rules from text was developed and used in the annotation process to provide suggestions. The reviewed dataset was also used to train a set of baseline machine learning models for the task of attribute extraction, the main step in the rule extraction process. Both the rule-based system and the ML baselines are evaluated on the annotated dataset and released as open-source software. We also describe and release the framework used for generating and parsing the interactive xlsx spreadsheets used by annotators.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2025,59,2,,,,,1043,1082,,10.1007/s10579-024-09747-7,0,,JUL 2024,,,,,,,,,,,,0
C,"Wang, Y; Barta, D; Hesse, J; Buchwald, P; Paschke, A",,"Kirrane, S; Simkus, M; Soylu, A; Roman, D",,"Wang, Ya; Barta, Dainel; Hesse, Julian; Buchwald, Philip; Paschke, Adrian",,,Legally-Guided Automated Decision-Making System Using Language Model Agents for Autonomous Driving,"RULES AND REASONING, RULEML+RR 2024",Lecture Notes in Computer Science,,,,,,,,,Neurosymbolic System; Large Language Model Agent; Ontological Reasoning; Rule Compliance; Autonomous Driving,ONTOLOGY-BASED FRAMEWORK; COMPLIANCE CHECKING,"Recent advances in language models have facilitated the development of agent-based systems. Despite their encouraging results in various reasoning tasks, these systems often operate as black boxes, raising concerns about potential illegal behavior due to opaque decision-making processes. This concern is particularly critical in autonomous driving, where precise decision-making requires a thorough understanding of traffic scenes and strict adherence to established norms. In this paper, we propose a legally-guided automated decision making system (LAD) that employs language models to dynamically retrieve facts for related rules through context-based query generation while delegating decisionmaking to a symbolic solver. In our experiments, we demonstrate that this neuro-symbolic system, with a limited number of formalized traffic rules, provides a more accurate, interpretable, and traceable solution for rule-compliant decision-making compared to pure language models.",,,,,,,,,,,,,,,,,,,,,,,,,2024,15183,,,,,,234,248,,10.1007/978-3-031-72407-7_17,0,,,,,,,,,,,,,,0
J,"Liu, EI; Althoff, M",,,,"Liu, Edmond Irani; Althoff, Matthias",,,Specification-Compliant Driving Corridors for Motion Planning of Automated Vehicles,IEEE TRANSACTIONS ON INTELLIGENT VEHICLES,,,,,,,,,,Planning; Trajectory; Model checking; Reachability analysis; Monitoring; Intelligent vehicles; Vehicle dynamics; Automated vehicles; motion planning; traffic rules; temporal logic; reachability analysis; model checking,LTL,"It is crucial for automated vehicles to explicitly comply with specifications, including traffic rules, to ensure their safe and effective participation in road traffic. Such compliance is also essential for vehicle manufacturers to avoid liability claims in the event of accidents. We propose a novel approach addressing the problem of specification-compliant motion planning for automated vehicles. Our approach couples set-based reachability analysis with automata-based model checking and outputs specification-compliant driving corridors. These driving corridors serve as motion planning constraints and expedite the generation of trajectories complying with specifications expressed in metric temporal logic. In contrast to existing works, our approach efficiently and exhaustively verifies all driving corridors of an automated vehicle, leveraging mature model checking techniques. We demonstrate the applicability, effectiveness, and efficiency of our approach using various specifications on scenarios from the CommonRoad benchmark suite. Moreover, we benchmark the performance of our prototype against multiple scenarios, indicating that our approach is real-time capable.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2023,8,9,,,,,4180,4197,,10.1109/TIV.2023.3289580,0,,,,,,,,,,,,,,0
J,"Anim, J; Robaldo, L; Wyner, AZ",,,,"Anim, Joseph; Robaldo, Livio; Wyner, Adam Z.",,,A SHACL-Based Approach for Enhancing Automated Compliance Checking with RDF Data,INFORMATION,,,,,,,,,,automated compliance checking; RDF and SHACL; legal tech,LEGAL KNOWLEDGE; REPRESENTATION,"Automated Compliance Checking (ACC) has emerged as a critical tool for enforcing legal regulations across various domains. This paper contributes to ongoing research in Semantic Web technologies, particularly focusing on the execution of SHACL-SPARQL rules on RDF data. The RDF, being one of the most widely used knowledge representation (KR) formats, serves as the foundation of our approach, ensuring compatibility with existing standards and enhancing interoperability. Our research enhances the aggregate and temporal aspects of ACC by addressing the limitations of traditional ACC methodologies, which often fall short in managing the nuanced temporal and aggregate requirements essential for legal reasoning. Through a case study analysis of selected regulations with aggregate and temporal facets in LI 2204, which regulates local content and participation in Ghana's upstream petroleum industry, this paper demonstrates the effectiveness of the proposed solution in achieving these dimensions of ACC. The findings underscore the potential of Semantic Web technologies to transform ACC practices by moving towards standardized, interoperable solutions. All source codes are freely available online together with instructions to locally reproduce the simulations.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2024,15,12,,,,,,,759,10.3390/info15120759,0,,,,,,,,,,,,,,0
C,"Xiang, YF; Lin, P; Luo, YM; Ning, ZY; Liu, YG; Liu, K",,"Zhou, K",,"Xiang, Yunfei; Lin, Peng; Luo, Yiming; Ning, Zeyu; Liu, Yuanguang; Liu, Ke",,,Integrating Knowledge Graph and Large Language Model for Safety Management Regulatory Texts,"COMPUTATIONAL AND EXPERIMENTAL SIMULATIONS IN ENGINEERING, ICCES 2024-VOL 3",Mechanisms and Machine Science,,,,,,,,,Safety management; Automated compliance checking; Knowledge graph; Large language model,,"The safety management in the infrastructure industry is governed by a variety of regulatory documents and management codes. However, the current regulation compliance checking often relies on manual or exhaustive matching methods, which can result in issues such as inconsistent rating scales, artificial manipulation, and time-consuming procedures. Therefore, this study presents a novel approach that integrates knowledge graph (KG) and large language model (LLM) to facilitate knowledge mining and application in safety management regulatory texts. First, a semantic expression framework is established to represent the domain knowledge of regulatory texts. Subsequently, considering the requirements of rule interpretation, knowledge extraction is carried out on the regulatory texts to obtain KG. Then, based on the prompt-tuning, the KG is leveraged to enhance LLM's inference of regulatory documents and management codes. Finally, a safety management workflow based on automatic rule interpretation is proposed and successfully applied to a hydropower project. The results demonstrate that this method can effectively enhance the interpretability of safety management codes and reduce reliance on domain experts. This study substantiates the effectiveness of integrating KG and LLM for knowledge mining and application. This work can provide a practical reference for enhancing automated and intelligent safety management in the infrastructure industry.",,,,,,,,,,,,,,,,,,,,,,,,,2025,175,,,,,,1055,1062,,10.1007/978-3-031-81673-4_76,0,,,,,,,,,,,,,,0
